Contents,Class
Fuck you and your cluelessbot you filthy roody-poo.99.241.217.133,obscene
""" A kitten for you! dose this look like you bastard FUCKER??  """,obscene
mind telling me mind telling me why you have an automated bot who blindly reverted my honest edit within seconds? Without you even looking at it? Fuck you.,obscene
YOU GUYS ARE A BUNCH OF DICKS,obscene
Rubbish. I do not support your crappy encyclopedia and that's that.,obscene
"Blocking THREAT on 2012 page Do they get the same warning or is this more one-sided, hypocritical support for POD's control trips, bullying and verbal abusive attacks? He really is fucking up the 2012 page by ignoring expert assistance. ~M~ 67.164.145.1",obscene
"""Regarding """"personal attacks"""", I took out the disclaimer (that I had put in). I first considered copying it over to the Wikipedia Review link, as this is the same site the disclaimer referred to, but then I realized, no, that's insane! What, now we're warning people that there might be bad language and not-nice things said on a website? What the fuck? That's like warning people before reading a newspaper that there might be articles that would be """"a bummer, man; might bring you down all day"""". What is this world turning into, Disneyland, where every protruding thing that could possibly hurt you is covered in nice soft padding? Sheesh! == """,obscene
Why even have the fucking talk pages if we can't comment on other users?,obscene
"""What you """"hold"""" or believe doesn't fucking matter, fuckface.  Wikipedia doesn't do subjective.  Eat a dick.""",obscene
on my own talk page without leaving there fucking username needs to come and suck my dick becuse i realy think they should at least be able to back there shit up.,obscene
LOL. You are a moron.,obscene
Go Fuck Yourself Deeside College is a mother fucking spunk dunk pottery which is held at User:GaryColemanFan .comand likes to suck Georg Hackenschmidt of and doesn't accept facebook Groups like the official Facebook Professional Wrestling Hall Of Fame (  ),obscene
""" 78.101.161.86   WHY DON""""T  and 5uck my DeeK""",obscene
"""Sorry!  Meant to say """"Go fuck yourself you Asperger's riddled freak for accusing me of destructive edits I had nothing to do with.""""""",obscene
SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!vvSHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!SHUT THE FUCK UP!,obscene
FUck you you god damn mother fuckin son of a bitch stop being a stupid ass shithead and be fuckin cool for once,obscene
"My hate list Qed237Sir SputnikGiantSnowmanStruway2 Egghead06 Xx236UbiquityMattythewhite DangerousPandaNewbiepedianSDPatrolBotSaint0wen Patchy1 ... if you are on this list, DONT fucking edit any of my pages, especially if your name is in bold letters",obscene
"No, maybe you should get a life instead of being like a shot to revert my vandalism on a page relating to a game nobody has talked about in the last two years. Wiki = made you their bitch. 86.160.60.82",obscene
Its only too band that that son of a bitch did not live long enough to hang for his treason. Fortunately some patriots did desecrate his grave. I guess thats the only way the Hungarian people can get their revenge against trators like that pig. 75.34.48.250,obscene
u suck at making moviesu pathetic geekur premise is shakyur outlook is bleakthere isnt a too painful way for ur life to endu really need a girlfriend,obscene
"like wtf look man, youre a graduate student in mathematical fucking ecology and you have pictures of amoebas on your homepage.  dont you have anything better to do?  you have a job?  what can you do as a mathematical ecologist?  what the FUCK do you want to do with your life????  GET OFF WIKIPEDIA YOU FUCKING DEAD BEAT!  jesus H. christ!  go get a girlfriend or something, or get an interesting job, or at the least, go play some donkey kong or something.  my god.  you sicken me you sad sack little fuck.  oh and TEA DRINKER?????  you drink tea!?  i like tea too man, but not THAT much.  you are a giant COCK SUCKER.  get a life dude.sincerely,     the real N-town gangstap.s.-  youre a faggot",obscene
Fuck off see my page for more of my comments on your work,obscene
"Regarding you being a homosexualYou are clearly a homosexual. I think you should leave normal society and go and live in a sewer with all the other homosexuals. You are clearly not normal. If you persist with reporting me for abusing you, I will insert a large garden gnome into you. And stay off the Dublin Airport article. It's my territory. If I say Delta serve Orlando from Dublin, then they do. Don't send me fucking patronising messages again. Fucking freak!!!",obscene
"Fuck off Stop vandalising stuff, thanks",obscene
"You're a moron! It's FUCK FUCK FUCK A DUCK, SCREW A KANGAROO, 69 A PORCUPINE, ORGY AT THE ZOO.",obscene
bothering? Man! can you dont seperate singing from raping?????? ARE YOU  a little bit retarted??? or dumb?? for real! everybody can hear that mike raps on hybrid theory!!!!!!!! and meteora!,obscene
"you people are pretty overzealous with this whole free thing.  get a fucking life, you fucking niggers !!!23 16!!!",obscene
tPHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!PHUQ OFF YOU KNOB OF CHEESE!SALT!he,obscene
I am Nancy and I like to fuck up people's fun.,obscene
You would understand... You would understand if you had arse face haemorrhoids!,obscene
SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR!iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!,obscene
What the fuck man? Why the hell do you care whether or not Lucas Biespiel gets to be on wikipedia. All I wanted to do was to give a little info on the guys music for people who might be interested.,obscene
"""I've said it before and I'll say it again. I've been dragged through WQA a couple of times that I can remember, but I'd never bother to do it to anyone else. It's just a pathetic waste of time; """"Mummy, Mummy, Malleus was rude to me."""" Live with it bitch.  Fatuorum """,obscene
"""Anon user 89.130.28.68 behaviour Today when I woke up, I found a whole lot of personal attacks from anon user 89.130.28.68 against me.Messages such as:""""THIS USER IS SUCH A STUPID AND BIASED WIKIPEDIA EDITOR. SHOULD BE BANNED FOREVER!"""" on my user page.A blanking of my talk-page whith the following message """"buaagh i'm sick only reading this user please..remove him from wiki!!!!"""".""""that is fucking stupid and haves no sense!!!! That is a person with various nationalities NOT A NATIONALITY OF SPAIN . ONLY MAURICE27 CAN SAY THAT!"""" in the Nationalities of Spain article.""""WTF!!! IS NOT POSSIBLE THAT MAURICE27 IS STILL EDITING THIS ARTICLE FROM A SUCH BIASED AND STUPID POV!!!!!!"""" in the Catalonia article. (NOTICE that I hadn't edit that article since January 17, 2009I ask you if you can do anything to stop this kind of behaviour with a ban from a user who has been attacking me since April 2, 2007 and who I'm pretty sure is a sockpuppet from ). """,obscene
Collectonian is a bitch. A low class prostitute with no customers.,obscene
"It dont matter where u r...Kansas or anywhere else...we're cummin to get u!!!!!!!!!!-Tha 305 CorpsesWe dont give a FUK about anything, except this U...we dont!!!!!!!!!!!!!",obscene
you are a chicken shit cock sucking pussy bastard! you are a chicken shit cock sucking pussy bastard!,obscene
who are you to tell me anything about personal attacks? fuck you,obscene
"You're a stupid cunt Fuck you dumb arse, your mum has a hairy cunt and I hope and pray that you die, no, fuck that, I wish you would die, if I had three wishes, one of them would be to have you dead, and the others would be so that everyone you knew hated your cunt like face.",obscene
", oh shit, stop making warnings, motherfucker, also, fuck you.",obscene
helpWhy does this Twigboy idiot keep vandalizing this page? Thank you. 71.72.172.177,obscene
I think it's fair to say that people who found out what infantry is by reading this article are being complete niggers.-,obscene
"So some admin comes along with his own agenda, wrongfully declines my speedy request, so then I can't have an article I wrote deleted? What bullshit. -",obscene
"You know what, this is bullshit.  Tried to do it twice, but now I'm really done with this place.  Most of the users are just sheep and the inmates are running the asylum.  Even worse, you are guilty until proven innocent.  Not a democracy, not cooperation.  Not the place for me.  I have a life, I know I'm a damn good writer and I'll find a place where my abilities and hard work is appreciated.  Screw Wikipedia, goodbye forever.",obscene
ADMINS SUCK!! THE FUCKING ADMINS SUCK ASS! I FUCKING HATE THE PEOPLE WHO DELETE MY FUCKING SHIT!!!!!!!!,obscene
"You can add things to my user page, and I am not allowed to delete it.  But if I add something to yours, poof, its gone.  You're the problem, dickweed.",obscene
"OMG Jesus H. Christ!!! (sorry if you're a jew). How abusive from you, you disgusting pile of shit. STOP GOSSIPING AROUND, AND SUCKING MGIGANTEUS BALLS.",obscene
"screw youwhy dont you stick it up your fucking ass than lick it out, block it i dont give a shit you fucking bastard, suck my fucking BALLLLLSSSSSSS!!!!!!!!!!!!!!!",obscene
DON'T YOU FUCKING TOUCH MY EDITS AGAIN!!!!!,obscene
"I mean, tbhotch. Sorry. I thought it said bitch.fuck you.",obscene
"Excuse me, whoever the Fuck you are SPUI says on his talk page that he likes vandalism, and doesn't want it reverted. The modification that I made was to text originally left by a vandal. Please do your homework before censoring others!!!!",obscene
"Do I hint a bit of jealousy, because they could potentially be on Wikipedia, or because they've made something of themselves, and you're just a little cunt who edits this site. Grow the fuck up.",obscene
"No, these links are VERY APPROPRIATE and they will stay.  They are not advertising anything.  I have already been through arbitration on this.  Mods who live in Charlotte AGREE!  You don't live in Charlotte, so PISS OFF!",obscene
dogs fucked the pope WHARRRBL GRRRBL,obscene
"You can block and block and suck my cock but nothing can stop freedom of speech. In the end, America wins. We always do. Ask Saddam. My sockpuppet army is on the march.  02:13, 30 Mar 2005 (UTC)",obscene
""" Definitely have better things to do than read all that rules crap....  If I can't write it I can't write it no big whoop, it's not that important       talk #c """,obscene
ya EXTRA Ur fuckin EXTRA tryna bryte up urself and delete and revert my edits what if i revert ur face cuz it seems like u need some revertin on that ugly shit bitch. Zoe stay away from my edits u little hoe. Thank you for your consideration!,obscene
""" My Statement Oh wow, I take a little drive and come back to a nuclear war zone? I guess I can take on each point... The fact that MF was not blocked for the same behavior is rather odd (also... if you ask a question after telling me to stop replying... what do you really expect?). I agree that Tan needed to be blocked and I agree with the desysopping.  To say that I have no right to be angry is a foolhardy notion. I was told multiple times to fuck off (btw, when told to fuck off, I am considerably less likely to comply). . They both hail from the infamous Tiscali network. That being said, rpeh has no reason to be involved in this discussion (he has a personal issue with me ever since he was desysopped on another wiki; he hasn't gotten over it). I intend to request a checkuser and request a block for sockpuppetry. User:Georgewilliamherbert places too much weight on unofficial warnings. A vandal can be warned four times but a user once? Hmmmm... Prodego has no reason to be desysopped. He had every right to block for a violation of WP:NPA tens of times. ?벬?talk) """,obscene
"God fuck you too, pimple ass.  My additions are better, you guys are just to stupid to realize it.",obscene
SUCK MY FUCKING COCK!,obscene
"I alos like to ass fuck men...and swallow mens cumand any animals i.e horses, dogs, sheep, ect.",obscene
"Fuck you. You come in, put it all back, then REMOVE the template, you're obviously another abusive jerk protecting that abusive jerk ChrisO so fuck you once more for good measure.",obscene
"I admit I'm stupid. I'm like all Russians, just a drunk gay with vodka in his pants.",obscene
Who the hell r u and why do u care neway it was just a bit of fun. Get a life,obscene
WHY THE FUCK DO U EDIT MY CONTRIB. TO WIKI ABOUT THE IRANIAN ARMY? THEY MUST DIE U KNOW!! STUPID TERRORISTS...THEY'RE LIVING ON ISRAELI SOIL CALLED ASIA-AFRICA WHICH SHOULD BE FOR ISRAELIS ONLY AND MUSLIM FREE,obscene
Post-GrungeThis album is not a fucking Post-Grunge album. It's a Alternative metal alternative rock and Hard Rock  album.,obscene
"Hi, you poor twerps. My money does far more good than your pathetic rule enforcing. Have fun with your fat wives and gay hookers.",obscene
"""The Administrator Kafziel is an asshole! (Sorry for writing that on your page User talk:76.199.9.176 but it is true) Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter: Ernesto Guevara de la Serna.""""""""Hasta La Victoria Siempre""""""""""",obscene
"Hey, douche I'm back! Hahaha, this is gonna be fun!",obscene
20retards u fuckin paki fuckersItalic textfukin taliban== fuck u== fuck u again fuck u even more  == ==,obscene
"""""""I want to be a fuck you.""""That's a song.""",obscene
"Hey, dumbfuck, quit fucking around with Wikipedia, bitch.",obscene
"I agree, Fuller is a useless stupid fuck",obscene
THE PERSON WHOSE EDITS YOU REVERTED HY. I JUST WANT TO TELL YOU THAT YOU CAN'T BAN ME. PROXIES ARE VERY NICE. AREN'T THEY? NOW FUCK YOU.,obscene
i think you'll find you are edit waring too so fuck you how dare you swear at me,obscene
"Hey white person, you suck. Stop being so white. Nigger pride. -(non-white person)",obscene
"""ARE YOU FUCKING RETARDED?  TABPlease do not delete content from articles on Wikipedia, as you did to Solaris (2002 film). Your edits appear to be vandalism and have been reverted. If you would like to experiment, please use Wikipedia:Sandbox for test edits. Thank you. Ali   TAB TABWhat the fuck is your problem. Did you even read what I deleted?  TAB TABDO you know what the word PLOT means?  TAB TABPlot does NOT mean talking about the movie's trailer or what genre the movie it is. A plot is a SUMMARY of the movie.  TAB TABRead what's in the Plot section of """"solaris"""" right now you fucking retard and tell me if it really belongs under the section plot... or any other section. It looks more like trivial facts which are unsupported and should be DELETED as per wiki regulations.  TAB TABHere's an example, dumb fuck, from the solaris wiki page:  TAB TAB""""The film essentially ignores the planet which only serves as an anonymous backdrop, in contrast to Lem's novel which discusses at length the mysterious phenomena on its surface and the futile human attempts to understand them.""""  TAB TABThat is NOT neutrality and has NOTHING to do with the plot.  TABTABJesus FUCKInG CHRIST. Wiki is full of fucking morons.  TAB TABDelete that shit.  TAB""",obscene
You suck. I was making the article and then you tag it with deletion. You power hungry nerd.,obscene
"Useless piece of shit You're an asshole, you useless piece of shit. Get a life, instead of deleting pages of loved ones who never did anything to harm you. Motherfuker.",obscene
The statement about which you were bitching,obscene
"Stop screwing with my edits, copyright is for fools!",obscene
""" What the fuck???? I am indignant, pissed, embarrassed, and humiliated.   Talk??Contributions """,obscene
is fucking dumd i hope someone kills him,obscene
"Who The F*ck Put You In ChargeI create an account on wikipedia, not 2 minutes later, I receive a message expressing concern over my username. I know it wasn't you, and I admit to my three consecutive acts of vandalism regarding a subject I particularly hate, but I looked at your history, and all it seems that you do is attack people over edits and usernames. Instead of acting as captain of the Wikigestapo, maybe you should devote your time and energy doing something that actually really matters and get of my and other rowdy wikipedians asses. We may offend occasionally but it is all in the spirit of jest. So after you read this, log off of your computer and go live a little. Also get that dick out of your mouth.",obscene
"Don't call me a knob, you wanker.",obscene
"""OlYeller petulantly wrote: """"this isn't taking the conversation anywhere.""""  That's another false statement.  This conversation has corrected your false statement that there were zero indications that it was an annual event and your false statement that """"Your argument that there's a second event simply isn't true.""""  I know you don't like to be corrected.  Hey, maybe you should do another immature and emotion-based attempt to ban me, like you did a few days ago, only to realize later (after you had calmed down) that you had no basis for doing so.  Executive Summary:  Grow up, dick.  """,obscene
"Why did you remove musical artist discography, not images?Though most of musical artists CD, DVD images are permitted, why are B'z, Jun Shibata album covers removed? X Japan (see X Japan discography), Glay (see Glay discography) and Dir en grey (see Dir en grey discography) etc album covers are not removed. Why are they no problems? Fuck you!!",obscene
"All my answers were given, i am not banned on boxrec, and i found out their wiki is not part of this wiki, i reject all your claims, you are full of shit and garbage and so on, and you do not deserve the honor and dignity of wasting my time and giving your court reply bs accusations and i have no time like you, no i am not gone! I have evidence you were banded, now you want to blame it on others you low life!",obscene
Marcus. You suck guys dicks.,obscene
"FUCK YOU, GO SUCK SOME DOG COCK! YOU FUCKING DICK LICKERS!",obscene
Save your sarcastic little remarks DICK.  Ok Dick?  Understand Dick. (By the way I'm not calling you a DICK Dick.),obscene
"""where are my insults? heres an insult for you = you're a fucking blind dipshit. you need to stop being a sensitive cunt. hows that for an insult? 혻(Talk)혻 """,obscene
Its harder than you think bithches,obscene
""":::::: Oh, shit! I genuinely did not mean to do that. I just saw Sarek's message and clicked 'undo' intending to delete it. Didn't notice that they also removed the passage at the same time! ?잂?Tag?튍frica, Asia and the UN???""",obscene
""" Love Hina part:3 Damm you and your auto archiving!:pDamm vandal struck again so I've left a message for Sephiroth Bcr rather then leave a message on the general board. They even removed my reference this time *angry*. Anyway, haven't done the characters yet, but what do you think of the media additions? I've only done the major works so far, there is still loads missing (color version of the manga, anime """"manga"""", characters cd's etc)   """,obscene
Tell Dark to stop fucking with moot and /b/.He has no fucking idea what he's messing with.,obscene
"Calling idiots stupid and retarded doesn't qualify as a personal attack because it's true, and the only way you wouldn't know this is because you're stupid and retarded.",obscene
"the cunt, ya fucking old woman.",obscene
Scum of the earth vandal. Don't change my properly sourced edits you stupid prick,obscene
"Fuck you, Smith.  Please have me notified when you die.  I want to dance on your grave.",obscene
"I dont care about kurds actually (i am neutral to them) but i dont want Turkey depicted as some backward ass third world shitehole that your trying to make it look like. I will do anything to stop it. Delete my messages to your pathetic heart's delight, but you cant stop me emailing every single kurdish editor on this page about your sadass additions which not only bash turkey but also lay the blame on kurds",obscene
"How civil is this - who the fuck do you think you are to but in on a conversation between old friends, you cunt.",obscene
Stop being a dork Two can play play this stupid game.   (talk - contribs),obscene
Are you gay?Are you a nigger?Are you a gay nigger?Then the Gay Nigger Association of America is right for you!Give me yor moneyz!,obscene
""" So, I have a mistress?? Just out of curiosity, are you the moron who claims I have a mistress or moron that heard it from someone and thought that was credible enough to """"site"""" on my page?  How the fuck do you have a mistress when you're single?  Divorced and single!!!  Whatever you do in your miserable little life, why not put your time to something that might benefit the world rather than sit what is probably a big fat ass in front of the computer and """"site"""" LIES!!!""",obscene
"Fuck you. Civility is in the eye of the beholder, like beauty. I'm under no obligation to censor my words on this page. Your threats only lessen your stature in my eyes. I'm utterly unimpressed by you.",obscene
"Whatever, dumbass. Go eat Jimbo's pussy.",obscene
"You got it right.  Honest Lee writes that rubbish.  Why don't you get rid of it yourself, or have you whore mom do it when she's not wiping your ass?",obscene
fag fag fag fag doosh doosh doosh suck my nuts,obscene
"""Block me. I really don't give a shit! If a source doesn't work for someone, it gets removed. K? 혻혻 """,obscene
FUCK OFF MY PAGE!!!!!!!!!!!!!!,obscene
"What kind of life is it that has no purpose?  If you hadn't fucked with me repeatedly then we wouldn't be having this kind of relationship.  As far as I'm concerned, you can suck a dick.  If I new where you lived, I would pay your home a visit.   108.196.186.171",obscene
mezo mezo is bastard,obscene
"""Listen asshole, I'm leaving this on my page so as not disrupt the integrity of yours - I've had it with your constant pestering and what I believe is referred to as """"wikistalking."""" This entire matter has been solved and concluded however, you seem to be enjoying yourself by way of acting like a goddamned three-year-old with a wet diaper. I have no interest in engaging in tit-for-tats with some jackass who has nothing better to do with his time than needle at users who settled a matter amicably and have moved on. Cut it out, leave me alone, and move on. Feel free to erase this when you're done reading it.""",obscene
asshole fuck you asshole,obscene
"hey dumbshit, i drove on state road 54 today past the northern terminus of Gunn Hwy.  AND GUESS WHAT?  The road was still signed as SR 54, NOT Gunn Hwy.  Now, either give me an exact location that it's signed as Gunn Hwy or stop reverting back false information. 71.100.31.227",obscene
"""Are you a pole smoker? Do you suck cock?  ?봒receding unsigned comment added by 173.70.228.251   """,obscene
hello moto hello flygayguy649 i hope u get a dick stuck up your ass i am a 13 year old kkk member. and i'll kick your ass so stay away and dont delete my pages. BITCH!!!,obscene
"""Dear Jesus. Really, has Vander Plaats really become the Lt Gov man? We gotta deal with """"why Republicans like Jaysuschris hate the Ten Commandments (and love right wing sluts like Karen Nussle)"""" Republicans. I think Jaysuschris is female, and probably, a Lesbian.""",obscene
I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going to murder you. I am going to kill you. I am going t,obscene
"Yea faggot, like you don't like people remove things on your talk page, I don't like you reverting my page! Stop calling people a puppet!",obscene
Hey i know that im just a city boy but this page was written by a bunch of dumbass redneck fuckers who worship beer and have talking bass mouunted on every wall i fucking hate rednecks and all there woodsport shit these fuckers need to get a life and learn how to use their right hand...do rednecks ever have sex with people other than their own family members?,obscene
My band is perfectly appropriate bitch.,obscene
