Contents,Class
"What is your fucking problem?? I added the reference sources, If it is anyone who is going to get pinched for a 3RR violation it's you not me so just FUCKING COOL OUT! I am trying to be a good contributor but you are trying my patience!",obscene
Remove the fucking block you tossers,obscene
I always got the impression he was a real cunt of screen. Can anyone back this up?,obscene
fucking me hard because i am an e-geek,obscene
ANN COULTER IS A NO GOOD FUCKING CUNT AND SHE IS GOING TO HELL ALONMG SIDE WITH THE FUCK HEAD GEORGE W. BUSH!!! THE THE GOP!!! THE RIGHT = RICH OLD ASS WHO HATE THE POOR PEOPLE AND WANT MORE!!!,obscene
I hat en.wikipedia.com all the people that work for this web page suck balls. You MO FO's that cant get any girls so u go after men u homo's,obscene
HAHA YOU GOT PWND BITCH!,obscene
"You've obviously made up your mind, so I'm not going to try reason with you any further. Suck my red pen of doom, you fucking idiot.",obscene
congratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucking asshole!!! Bongwarriorcongratualtions on being such a huge fucki,obscene
Hey fuck you Hal Turner sent a death threat to me in teh mail yesterday. He's a RACIST Don't let him use this is a launch pad for thi NAZI ANTICS!,obscene
But I do hate the_pope and think he I'd a pompous bastard. Why do you interrupt our back and forth? 110.32.198.229,obscene
"GO SUCK A DICK YOU BITCH, YOU CANT SOTP ME CUNT BAG",obscene
bitches be like thanks.,obscene
''' Gogo giving blowjobs on demand,obscene
There was no need to be so fucking rude. 81.108.7.13,obscene
Don't be a dick  That message was for Egg Centric. I'm gonna put it back. Don't be a dick and remove it. 94.4.112.99,obscene
Unfree Media Not Notable and all the other stuff my Ass,obscene
hey chris wats up. ya wikipedia sux ass they deleted my pic.,obscene
This page is fucked up can someone please fix it ?,obscene
I am going to shove a pineapple up your ass You'll fucking need major surgery to pull that shit out!,obscene
"I thought I exorcised your parroting ass! Show up again when you figure out how to rub two brain cells together, and after you lose that filthy ego of yours!71.174.141.4",obscene
I am a dubass who knows nothing about Hinduism.,obscene
Don't you want my penis?,obscene
You are the biggest pussy faced bitch and I hope you rot in hell because you are a little trolling bitch who has no disregard for others now put it BACK,obscene
Thats not waht your black cocked momma said to me ooooooh- zach kosim a doushe bag,obscene
she is a massive porn star whos vagina and arse split to create one big gaping whole. she continued the film but died halfway through from serious bleeing. slaaaaaaaaaaaaag.,obscene
"HA, all you proved was that you are a MAJOR jerk. Thanks for proving my point.",obscene
"Fucking Bastard 
you son of a bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister",obscene
anothybadberry is a cunt,obscene
"oh, and.. this is a university computer.. so i dont give a fk if you block this IP address. ) have a terrible day, @#$#@$ @#$%$# ! ) )",obscene
TRY TALKING FOR YOURSELF INSTEAD OF REFERRING ME TO PLACES   HOW BOUT YOU READ THE MESSAGE I WROTE ON YOUR DADS COCK TELLING HIM HO SHIT IN BED YOUR MUM WAS,obscene
You are a sock puppet of a disgusting tranny freak.,obscene
"This article is C-Class for a reason, it's a piece of shit and if you yank cunts dont take advice from the rest of the world it will stay an insignificant piece of shit and profanity does not diffuse accuracy yankie scum94.168.193.75",obscene
"Grandma Terri, die in trash! I f#cking hate you Grandma Terri, with all my heart, soul, mind, and strength. Rot in trash Grandma Terri! Die now! F*ck you in the ass! 71.74.76.40",obscene
because you are a tweeting cunt flap!!!!!!!,obscene
damn this sucks (  R.I.P.,obscene
"In between the rapes, torture and murder I do think democracy is being shown to them by the few Marines who can keep the dicks in their pants.",obscene
U FAT PENIS< LISTEN HERE!,obscene
you're an asshole.  charlie.,obscene
hey pan dan. you're a cunt,obscene
"Oh, listen dear, you're scum, so I'll make this as simple for you to understand; fuck off.",obscene
Go fuck yourself and stop contacting me.  I never touched any kitfo page.,obscene
"MNNLAXER, GO FUCK YOURSELF.",obscene
u dont have the balls to do that bitch!!!!!!!!!!!!!1,obscene
"You have been maniacally hostile this entire fucking time. In your very first contribution to this conversation, you accused me of pushing biased activist editing right away, failing to assume good faith, and failing also to consider my arguments otherwise. You set the tone in this conversation, and I'm responding in kind. Consider not bringing the fire next time if you can't stand the heat.",obscene
"Fuck you VegetaSaiyan! You motherfucker! You and the Saruj jerk like the """"Dragon Balls"""" Crap! Oh fuck it off! Sarujo is a big ass, but you like Dragon Ball, so i go eat your shit!""",obscene
SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT SHIT,obscene
You reverted my edition when I added Arouca but when SLBedit added it you didn't! Wtf?,obscene
|decline=FUCKING BANHAMMER. GTFO MAI WIKIPEDIA. ??78.144.180.89  }},obscene
IM A GOD DAMN FAT ASS FAGGOT LOLSIES I HAVE THE PALSIES,obscene
want to fuck you in the ass and make sweet sex to your dick.,obscene
"Look at your own fucking speech before you criticise others you stupid idiot, you are a bully, you think you own the Megadeth discography page and revert anything you don't agree with. I gave in to you regarding the formats and label numbers but I won't over this.",obscene
"Blow it out your ass, . And as for you , why are you always defending that punk ? I know that you nominated him for RfA, so you are either an ignorant fool, or his homosexual boyfriend! FUCK YOU!",obscene
"... moron. That is indeed a photo of Edie, it is a screencap from the film Ciao! Manhattan. GET A CLUE.",obscene
You gotta love when they send a noted racist anti-Semite to do this kinda crap.,obscene
"giving out someones personal information, and it shows you how much of an idiot you are.",obscene
"!!! NO ONE CAN KEEP ME FROM HERE YOU DUMB PIECE OF SHIT, NOT YAMLA'S STUPID ASS OR YOU!!! NOW HURRY UP AND SIT IN SOME TRAFFIC SO I CAN SEE YOUR HEAD ROLL DOWN THE STREET",obscene
"""  Drappel, please stop reverting or read the god damned talk page, some medical practitioners..."""" is weasel word crap, and the discussion of phentype is DIRECTLY contradicted in the following paragraph.  I am not a vandal, but at this point you are.""",obscene
"""|""""ugly comments"""" are a crime? Attacking religious beliefs? Bullshit. And """"page blankings""""?? I never blanked a page, you liar.""",obscene
Moslims are filthy thugs who do not belong on this planet.,obscene
Oh... and trace my IP.  It'll come back to a wireless network shared by a lot of peple.  Good luck wid dat you quer fuking homo.  You got damn dog rapist.,obscene
"Your mama is clearly being used as advertisment, you cock sucker.  05:32, 17 Jun 2005 (UTC)",obscene
"so, who the fuck gives a damn, you dipshitted lesbian?",obscene
"Drmies is a fagat 

he suks cok",obscene
Damn. This has to be a record. That was a ridiculous game. Haha.,obscene
made? go jump off a cliff asshole.,obscene
"Im not writing about myself, i made this account to make a page for this person, theyre very noteable, and just because you don't know who this person is, it doesnt mean they arent relevant, so fuck yourself up the ass. go jack off to wikipedia some more, seriously, cant you find something better to do with your life? I bet your 40, single, and doing this in your mom's basement.",obscene
This is pure and utter crap!  Both images are fair use and illustrate relevant text in the article!  The images were originally meant to advertise a product and can be freely shown here under the fair-use policy guidelines.  Please do NOT vandalize this page anymore!,obscene
"|Jesus cant you guys take a few fucking jokes for fucks sake? Fucking eh you guys take this fucking shit too fucking serious, i mean what the fuck is this? Fucking Prison fucking camp? Please fucking unblock me",obscene
"Whoever wrote the comment above, u r my Fuckin HERO!!!!!!!!!!!! WOOOOO! Rock on!",obscene
I am a registered sex offender and I like to touch myself in public places,obscene
F_UC*CK YOU COCKSU*_CKING MOTHERFU*_CCKER,obscene
"Sorry, I've been around this site much longer than you, just check my userpage history. I'm not afraid to call a spade a spade though. Trust me, you slimy fucks will all have your day.",obscene
Grandma terri died on Shoot the Rapids. THats funny! F*ck Grandma Terri. Grandma Terri should burn in Hell. 71.74.76.40,obscene
onorem is still a faeggot,obscene
you suck because you are a stupid bitch!.,obscene
"Dreadstar, LittleMountain5, and some jerk on the Internet are retarded assholes. Dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didn't pay for. LittleMountain5 doesn't have to worry about it because he's a flaming fag with an insatiable lust for semen. Some jerk on the Internet is just a sorry piece of shit in general.",obscene
YOU PEOPLE ARE IDIOTS! YOU BASE YOUR INFORMATION ON OPINION RATHER THAN FACT. DUMBASSES!,obscene
hey motherfucker hurry up!,obscene
"Motherfucker look at what u have done to the references. The codes are all messy. Dont teach me about copyright laws. Copyright materials are always copyright materials everywhere. U useless OCD psycho, u dont have anything better to do, do u? I told u to take a look at the page of IIT Bombay, fucker. Cant find any violation of policies there, huh? The page of Cornell University still uses Flag icons. What a shame u r? U r only good as talking. U r useless. U got a lot to learn too.",obscene
"No one is vandalizing assholes, so get it straight!!!",obscene
some jerkoff blocked me,obscene
YOU SUCK PERIODE AND YOU SHOULD HAVE YOUR HARTE PULLED OUT YOU SUCK YOU ARE VERY DUM DUMMER THAN Peter Griffin,obscene
Can I Just Be Terminated. This Is Bullshit.,obscene
Or go to sleep so you can get eaten by clowns (what kind of gay name is that? Dumbest name i have ever seen),obscene
"AND TO THE PARTY WHO FUCKS ME, FUCK U! I'LL BE BACK HERE IN FIVE MINUTES AND HOPEFULLY YANDMAN'S HEAD WHEEL BE CLEANING MY ASS AND HIS BODY WILL BE FAR AWAY FROM HIS HEAD",obscene
Tawker you can lick my balls too.,obscene
suck my dick irish guy you faggot,obscene
"If you persist in vandalism, I'm going to come on down to Goose Creek, South Carolina and beat your fucking ass with a two by four!",obscene
"You son of a bitch! You did it again, readers might wanna know this shit. How would you like it if I deleted things you submitted. No one else has a problem with this information, but you do.",obscene
you're a fucking shit,obscene
Kiss my fucker shit nuts,obscene
"Please fuck off, your leftist PC nonsense is apparent.174.88.155.12",obscene
this is of course a total waste of time since most well to do people have no idea where Poland is on a map or if it even exists so fuck you and have a nice day....asshole,obscene
THE NEW YORK YANKEES SUCK!!!!!!!!,obscene
"I've been blocked yet again, Yai, for me, so tell me what wikipedadia lozer blocked me this time? Do you know what I'm complaining about? Of course you do not. You're just an asshole, )",obscene
"Oh noes, you found out my provider is telenet. Well, fuck you. Is this supposed to intimidate me?",obscene
+++i can only assume its the worlds biggest jerk+++,obscene
"Do you seriously think that I give a shit what you or anyone else thinks here in this shit-hole? I'm done with wikipedia, let the kiddies do what they will with it.  Fatuorum",obscene
hey dead set Fuck Head,obscene
JEFFREY MALL IS A NIG GER,obscene
You will die for waht you did 1 day. fuck you.,obscene
"YOU SUCK IT!!! AS YOU'RE USED TO SUCK PHALLUS, NAZI HINDUIST LIKE HITLER!!!",obscene
User talk:135.23.145.164 IS AN IDIOT!!!!!!!!!!!!!!,obscene
ONOREM IS A NAZI FAGGOT,obscene
You stupid dumb FU*K MY great great great great grandfather was Mani Singh the greatest of Sikh matrys. Its scum like you that needs to be executed. You deserve excution - you stupid dumb fu*k everyone in my family over 500 members are Baptized Khalsa SIKHS. We have been Khalsa Sikhs for over 400 years you dumb fu*ker. Because you have insulted me and broken the teachings of the Guru Granth Sahib you deserve death -you dumb fu*ker.,obscene
Diana is a fucking bitch nigger piece of shit,obscene
"I don't give a fuck. I just want to point out that responding to you casting aspersions like the above, and your previous comment, and most of your recent comments in fact, is not baiting.",obscene
"But I LOVE pussy!  Just kidding.  I understand what you mean.  And it's okay, becuase I'm sure everyone else knows about Flewis.  He actually is bragging on his page about ge3tting someone blocked.  Man, he might have the right to do that, but bragging about it is like such a little kid I'm ebarassed for him",obscene
Bitch. Cunt. Bastard. Moist.,obscene
"That's fucken offensive, you scumbag, wishing someone my age another year of voyeurism in a violent world!. . . .",obscene
Go fuck yourself WIDEFUX You aren't an editor. Your just some cheap Wiki hack.,obscene
"What a rude and nasty human being you are, making people's lives a misery on Wikipedia. Go and die you piece of shit.",obscene
"Terrorist? That is something that should be applied to you blockers of free speech in talk. And where's my open vote? The real terrorist and tyrants raise their filthy heads. So, I think it is well time for this very drastic action of free speech: FUCK YOU PIGS!",obscene
"You're being a jerk. Block who you want. I'll just change my IP. Who the hell to do you think you are, anyway? I read the warnings and considered them. Keeping them up there is some kind of anal retentive power play on your part. You're exactly why wiki mods are considered ASSHOLES.",obscene
"I SWEAR TO FUCKING CHRIST, LEAVE ME ALONE!!!!!!!!!!!!!!! I.T.'S.  M.Y. P.A.G.E.!!!!!!!!!!!! WHY DO YOU CHANGE????? ARE YOU SOME PERVERTED  STALKER!!!!!!!!!!!!!!!!!!!!!!!!",obscene
"the people of the Philippines are unbelievably stupid, this is a shit hole.",obscene
stupid fucking volcano,obscene
hey you dumb bitch if i cant spell saturn girl well then why does the link lead to her page so fuck you and i can improve it and i will allow others ot improve it so get a fuckign life instead of thinkign your doing somethign good when youve never done anythign good ok your spellign sucks just as bad as the next o you wouldnt waste so much time on micrsoft trying to fix your so its your fuckign fault instead of being a man and asign you say my spellign is as bad your your piece of shit gradnman so fuck you and ill fix it up forever,obscene
"It's just nasty. If you open up any other normal encyclopedia, you won't see a big picture of crap on the page if it is talking about crap.",obscene
"Glad that storm stopped, you no good son of a bitch? How could you possibly abett something like that?",obscene
YOU ARE A FUCKING LOSER. GET OFF OF WIKIPEDIA AND STOP BEING A DOUCHE BAG. HAVE SOME FUN ASSHOLE,obscene
You fucked with the wrong person.,obscene
"IMDB IS THE ONE WHO CAN WRITE IN NOT LIKE YOU BITCHES WHO NOT CAN TRUST TO, FUCK YOU SOON NO ONE WOULD WRITE ON YOUR FUCKING WIKIPEDIA EVEN IF YOU LICK OUR ASS !!!!!!!!",obscene
"I still operate in that bizarre subset of the world where actions speak stronger than words.  Deleting content is the work of a true asshole.  Calling someone an asshole in a talk page is just an observation.  Further, 99% of wikipedia lacks citation and is not encyclopedic.  Saying that it is not relevant to the article is grand, but you yourself admitted that there would be an article where it would be appropriate.  Therefore, move it to that article, or accept the status quo.  You don't go around deleting stuff just because you're too lazy to do what you have already admitted the right thing is unless you are, you guessed it, an asshole.",obscene
Calm yo dirty ass down,obscene
"Next time this happens i won't just report it, I'll eat your children. Rarghhhh! You can't fuck wit me bitch! I am the fuckin' heavyweight champion of the world! I'll eat your face!",obscene
i anal rape little iraqie children while i type crap in on wikipedia.,obscene
I want to have sex with all of you!I'm so excited!,obscene
Fuck bitches. Get money.,obscene
what's up asshole bitch,obscene
whoever did thats just stupid.. stupid mutha fucka that has no life.. fortunately i do bitch! suck a nut.. i bet ur fred durst from limp bizkit hating on a better band,obscene
GTFO faggot.  96.48.13.234,obscene
Which page was I vandalising now you rectum faced pygmy?,obscene
You are such a stupid cunt Legolas.,obscene
You lil piece of shit I haven?셳 vandalised nothing I will fuck u up whore,obscene
"shut up, jerk asshole.",obscene
"Also, I have the fucking rights to advertise my youtube.com videos1",obscene
now that you let screwattack how about you fucking pedant wikipedia assholes let the nerd have a page for fucks sakes,obscene
FUCK THE WIKI PUNKS who will fuck wikpeida over.... NOW I go to IRS and file HAVE FUN ASSWIPES... YOU JUST COST WIKI BIG TIME...,obscene
"Yes, the religious beliefs section is ridiculous and should be deleted entirely.  I wrote it after getting tired of the Christopher Hitchens quotes dominated. . .It's a stupid argument and doesn't belong. . .Absolutely this article must be reduced. . .Good call",obscene
Piss off fag! If you can't take the heat don't hang out in the kitchen! 109.151.98.87,obscene
"How dare you criticise the hard-working and under-rated mods at urban? Those bastards deserved banning, and I'd ban more, in case they posted critical comments too.  I never fucking posted this!",obscene
p.s. i pissed on your mothers grave you jews,obscene
MAYBE YOU DONT UNDERSTAND THE HEIRACHY YOU FUCKING CUNT ARSE MUTHER FUCKER.,obscene
I think you suck though,obscene
Matt Bakers dad sucked my big fat cock last night,obscene
"No, Assfuckers (has a nice ring to it D) use it as a pejorative term. It offends Macedonians because most of them aren't from Skopje. And even if they are that is not their national identity. Americans don't call Georgians Tbilisians. ?龜?克逵 ?龜 均??龜戟逵. Alex",obscene
Yeah thats a really good way to get a life! Fucking fag!,obscene
natalie erin is a bitch ass dyke,obscene
"eat a dick is an apt insult not an attack a ddos would be an attack, knifing the bitch would be an attack telling her to eat a dick is what she deserves if she is gonna go around harrasing people...",obscene
Piss off you evil dwarf,obscene
